User,Distance
1863013,454.79551709574355
1863012,1.4209496643272812
1863014,132.51365456792144
1863015,3.5332168269681756
1863011,3.2029011134379264
1863018,3.6418208598300668
1863021,52.52662785048207
1863023,14.18614428520949
1863030,15.687890764489643
1863032,15495.619192546877
1863039,178.32902839408112
1863040,1.6395488308586645
1863042,8.681633781238805
1863046,11.236440707671044
1863049,5.224122186609532
1863050,6.88805751002177
1863052,3.5611169243340632
1863053,1.6230705386865707
1863054,14.930940599402986
1863055,2.7906459054005266
1863057,3.7351324002965076
1863058,94.3358570895756
1863060,1630.5632224740518
1863061,6.746848510200101
1863062,11.243503451324031
1863064,5.071082808289103
1863065,5.592067555356355
1863066,0.5375532008966537
1863067,118.28142500086352
1863068,5.926415624116086
1863070,1.6428069315237093
1863071,5.924367224077527
1863073,7.878299758321546
1863075,2.9055397027846137
1863076,15.122943707674585
1863077,0.6604586458174615
1863078,105.35745537001105
1863079,16.837874174248157
1863080,7.765666540537069
1863083,878.2864624139446
1863084,18.45460360483891
1863085,4.262047655893426
1863086,21.737346466367324
1863093,4.5922108789132645
1863094,0.17466076267711128
1863098,0.8672177768827996
1863103,7.597358982210365
1863105,63.28960535082253
1863106,2.0413710421282145
1863109,30.99613616513469
1863110,1.7788581413599642
1863113,2.312014345987119
1863116,14.406489428755698
1863118,60.660527097094985
1863133,1.997392648898036
1863119,4.538510285856618
1863125,24.357927516951165
1863130,5.113476032027192
1863132,1.1091150223848703
1863136,156.4143364831099
1863137,2.217876196897253
1863138,1272.0913490625207
1863139,55.95875992223627
1863143,23.21337850726668
1863145,0.6943390193968801
1863147,15197.324835179514
1863151,2.526488716507301
1863152,4.187084889912402
1863157,37.65390276588204
1863161,4.091539216450154
1863165,8.91954852642973
1863169,41.62445816321304
1863171,0.6229570649559683
1863172,1.9688079792526727
1863174,1038.4262943297351
1863175,5.3227506771908555
1863176,0.9429661543653577
1863179,1.139938970942533
1863180,1.341196354989441
1863181,68.89484405355437
1863182,3.519262080062552
1863183,15.993309637326035
1863184,1434.0488556802713
1863186,15464.83237658063
1863187,1.6057928949519447
1863189,0.9251940346958584
1863190,74.13312419996991
1863191,3.335025085867255
1863192,86.52010476044059
1863193,3.6127381466736828
1863194,15473.393500770431
1863195,1.5780810727076273
1863196,2.2513540477589076
1863197,26.750196150802175
1863199,3.216229312065246
1863201,1.5664504849378653
1863203,16.298227725591673
1863204,10.637764550597074
1863212,138.0541590922075
1863210,4.877334378022258
1863208,0.21379784610410202
1863207,243.12198529322927
1863211,1.3838104770038049
1863214,3.1274672333525784
1863215,2.4286240013073606
1863216,0.561241548509808
1863217,0.29621539529664
1863222,2.449656005843664
1863223,1.9627051015706831
1863224,2.008532345831082
1863225,3.1688539779456844
1863226,3.2011140676948586
1863228,16379.345626481288
1863229,6.523711695817865
1863230,3.8391292132755788
1863233,3.8683037292423488
1863234,3.6738002061815904
1863237,7.498145677399075
1863238,11.186836686164625
1863239,141.00994561531783
1863254,4.880911460835681
1863243,25.58094558576329
1863245,2.4185562476935996
1863247,2.8077445806576495
1863250,37.40958916011168
1863256,7.462908071001717
1863258,5.296474676163518
1863259,88.54262297182183
1863260,1.991313817772255
1863261,1.1129715330735097
1863264,1.681696612270694
1863265,4.9023424539396325
1863266,956.2853751542903
1863268,3.5755339578315817
1863269,5.407540489190424
1863271,120.42896309441197
1863273,132.36413028266824
1863276,32.83487005730315
1863277,10.710182882743418
1863282,1.0817829112370247
1863278,17.837056123904844
1863279,2.358247280579804
1863280,1.9942167922701968
1863281,1.322119467308996
1863284,1.2151930030001168
1863285,8.319944002547722
1863286,405.06885825955123
1863288,2.495715985142781
1863294,16563.131064242785
1863298,0.22795435317507295
1863300,125.5581649970949
1863301,39.562969632590175
1863304,8.106285747355754
1863306,0.9477847703850802
1863314,12.258361882502486
1863308,14.118979327174653
1863311,0.5841707789300795
1863312,9.14827243719363
1863313,354.72387883138737
1863316,0.9958477845391109
1863317,20.820770482024372
1863320,3.917619071934944
1863323,0.7158616424296076
1863325,124.01244041882316
1863329,4.61426658335027
1863330,5.646181507951694
1863331,1.6796206169683456
1863333,1.8797624610395502
1863336,15.592677508501344
1863337,8.777622546841997
1863340,6.785559100630671
1863341,4.923659625886101
1863343,0.8736225465548698
1863345,19.617198925257295
1863347,0.5480528354808362
1863350,9.591234376606876
1863351,233.48230871917062
1863352,17.553725963874907
1863353,0.4344026642471214
1863355,2.673503711609312
1863358,4.1284846216771
1863361,0.5257774876089214
1863364,6.16332420179087
1863365,0.6292260129717588
1863372,5.185672805306779
1863366,31.453287063984053
1863367,7.518536977387055
1863370,74.76199350753346
1863371,1.6963067820157762
1863374,0.9880210506032567
1863375,35.6993786600425
1863378,3.0868119097937314
1863379,5.061651919731593
1863380,1.8560417354599825
1863381,0.6844679676782685
1863383,0.36715717493184713
1863384,2.0208116730397
1863385,1.631671844769508
1863388,1.9638733451174697
1863389,51.03522456832401
1863391,468.3753296729913
1863390,0.8308334300466603
1863387,31.227235585111337
1863395,0.9077395392219134
1863396,0.8774701713817006
1863401,1.4823681944057654
1863402,7.636186088041482
1863403,13.11096929504708
1863404,234.79940767772993
1863408,2.270441609383102
1863409,2.8134246599355475
1863410,42.41064258168623
1863411,27.479039053205728
1863423,0.4064267926577102
1863413,1.0089672977590491
1863414,0.9736605285875566
1863416,56.73944304923693
1863420,1350.1395896756915
1863426,2.1476419962455475
1863428,2.335660980042241
1863429,8.643638928146887
1863430,150.9322009265977
1863432,6.295585710097906
1863433,341.67367877044245
1863434,2.3500706295974028
1863436,10.577234409507826
1863437,4.864248649739268
1863439,24.719347191681546
1863441,15577.005543029794
1863442,2.0442395598038834
1863446,0.4907219881692163
1863458,1.3904966737932414
1863449,10.132509607241243
1863450,5.825963583522892
1863453,978.7587167112999
1863454,2.7907420368411073
1863459,397.37011184441633
1863460,6.4297047757735335
1863462,2.737726053949377
1863464,173.07924421074375
1863465,6.811936452975314
1863466,4.487091945016997
1863469,4.8981804225312855
1863471,7.858137922863091
1863474,16.209538203967192
1863475,3.495046668310053
1863478,5.260840011226523
1863480,12.687112980560027
1863481,2575.1890957552337
1863483,20.02925222337676
1863485,17.015539587500342
1863492,3.5876235019314358
1863487,1.9608145334475435
1863488,12.022509703350822
1863489,4.862643522471509
1863490,635.2691441637598
1863493,2.644381511763143
1863495,2.281732958861654
1863498,13.83334998373253
1863500,40.54471262230716
1863501,1.3676782448673952
1863508,3.7102456021418893
1863510,1.029354048754451
1863503,0.7942003454188821
1863504,1.8320559864494568
1863505,11.088893920015131
1863515,4595.228680526563
1863507,7.593839743343291
1863511,2.872110681337655
1863512,0.2353220032754072
1863514,3.4841831463461097
1863516,0.555955569968599
1863522,1.1115955141756197
1863518,2.18506806704309
1863519,0.20779022337944278
1863520,2.588921171087155
1863523,46.04512206360356
1863524,2963.017752276289
1863525,0.5167874126674291
1863528,15136.652002902914
1863536,6.695234187669092
1863529,1.0208425288296368
1863530,1.7298647874596667
1863531,107.93018504690498
1863533,316.5497697644639
1863537,6.281681442118481
1863538,15450.567336785021
1863542,14.458245784705236
1863543,1252.2138305668643
1863544,3.655451330777921
1863548,6.479233436148291
1863554,0.6166419881835129
1863550,2325.8598175362476
1863551,813.4534497222182
1863553,11.076449702868555
1863556,2.635652847542113
1863560,1.9659203699139223
1863566,7.14871376725278
1863562,53.1568003989959
1863563,15.956328088844737
1863559,3.70498060130714
1863567,1.9687860116389395
1863570,3.58384313958343
1863572,3.808635538399506
1863573,6.274896976918691
1863574,2.374182019298978
1863575,6.214694288772232
1863577,9.629513854863399
1863578,7.4262363677579835
1863579,27.71224347998096
1863580,2.8380647914562718
1863581,5.754341527917089
1863584,2.598911767516552
1863585,2.0500620956168296
1863587,2.4559555140527314
1863588,16537.57798494415
1863591,16564.3831931338
1863596,52.241986576070154
1863597,104.85738035854982
1863598,1.5584327477287407
1863607,4.897318036473184
1863608,6.83451252517838
1863609,4.950574835156204
1863610,15.889411335124295
1863611,0.3899484513415555
1863613,20.10269763751537
1863614,3.7712900330718058
1863617,1.4312401852801846
1863618,2.4323893778477355
1863620,186.12867163382268
1863622,6.3231134438618986
1863624,26.33901460617369
1863625,0.447187579407837
1863628,122.7235172223363
1863630,2360.2710716487427
1863632,0.3641867185894667
1863633,3.6009799065262356
1863634,90.15460985251156
1863635,17.74917271581405
1863636,22.92094013352761
1863637,2.41909607165775
1863638,7.748770415615504
1863639,2.109541039018669
1863643,16.107010027056123
1863645,8.389062480728512
1863647,6.112784355963016
1863648,0.7038805529118387
1863650,21.65761269591987
1863651,2.7056920140711496
1863652,3.1170011687080144
1863654,365.66866559001977
1863655,1535.8497087794753
1863657,63.87093205047251
1863658,8.122562204939513
1863659,0.8284973847716978
1863660,904.8917166186023
1863661,0.617615590778968
1863662,1.3424160857872522
1863663,0.9708546344530536
1863664,3.3506270165210825
1863668,3.2640348291407735
1863669,3.6933156134983305
1863671,16.55511456938457
1863672,3.8884241717236514
1863673,1.29201418490132
1863676,1.8911093810242503
1863685,0.7563994991721105
1863677,1.8179951128089884
1863679,7.752251950689074
1863681,28.786724074046234
1863684,8.103039679501165
1863686,2.414938364400273
1863688,9.231179337946555
1863696,2.939849874586605
1863689,4.868213571528879
1863690,3.2518616118646464
1863691,1.1672077888985462
1863694,5.292543919346568
1863701,4.875212735041695
1863702,3.368851079621636
1863703,6.553297857297828
1863704,1.2044191366361097
1863705,77.85154197324354
1863706,3.767089687615843
1863707,1.1936727300978387
1863709,1106.60245950551
1863710,18.932892509970447
1863718,19.65013544711496
1863711,1.8204550900248462
1863712,26.12304140953237
1863715,55.567557133841866
1863726,6.30059300098344
1863716,11.13724995678349
1863720,9.212572114611538
1863722,236.62173844159793
1863723,1.3234184734504633
1863728,36.57166136104111
1863730,0.22506277653226012
1863734,2.287186007531588
1863732,439.1604750883126
1863727,21.92880707965014
1863735,5.908877002258991
1863737,8.143821610972935
1863741,160.20734341341395
1863754,6.512870275964889
1863745,1.0650548901765338
1863747,111.12894595633742
1863750,9.841365488862497
1863751,23.05040414288341
1863755,0.4119103440829867
1863756,0.12124431181992795
1863758,177.05174580247564
1863759,5.088716717137431
1863760,5.104710929960281
1863761,299.95969734389195
1863762,7.02893041841174
1863763,1288.7811801660494
1863765,0.905000931223138
1863766,7.746363484119999
1863767,5.092159069151752
1863773,16.52339828325884
1863768,7.7156905622646645
1863769,106.16676085922627
1863770,7.962718483418499
1863772,8.464890068394391
1863774,0.9875101868112446
1863782,2.600922306547509
1863776,2.4084018745857283
1863779,10.327228051081594
1863785,1.623168755828761
1863780,39.23983320020988
